nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
64,63,52,6.1,58,34,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
50,55,40,6.9,51,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,53,15,6.4,32,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
76,63,72,6.2,67,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
43,7,12,5.3,47,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
17,29,43,6.2,51,37,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
58,47,82,6.9,45,38,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,26,15,5.6,53,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,72,52,6.3,59,27,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
29,28,21,6.9,29,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
67,52,50,6.8,39,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
43,34,99,5.5,54,18,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
61,89,57,6.7,68,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
59,57,68,6.1,43,29,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
67,39,60,6.3,49,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
61,58,58,6.0,49,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
50,39,46,6.9,31,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
32,54,49,6.5,58,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
23,41,40,6.4,30,19,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
48,39,45,6.9,47,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
81,69,57,6.8,63,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
49,62,89,5.8,45,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
67,44,92,5.7,38,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
70,47,78,6.6,69,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
42,51,72,6.4,44,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,7,40,7.1,25,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
73,80,69,7.4,38,18,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
11,15,41,6.7,29,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
50,73,71,5.9,62,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
79,88,81,7.5,55,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
70,65,68,5.9,43,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
42,67,82,7.0,64,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
57,60,44,6.8,41,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
66,34,40,6.3,65,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
45,30,52,6.6,64,27,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
87,83,58,6.7,31,25,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
62,58,64,6.4,54,22,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
68,83,74,6.3,36,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
79,71,79,6.5,55,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
45,25,88,5.6,33,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
36,19,43,6.5,36,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
48,64,48,6.1,51,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,20,39,5.7,45,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,27,29,6.8,52,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
39,10,11,5.0,29,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
68,41,39,6.1,40,31,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
17,22,22,5.1,52,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
47,74,81,6.1,54,20,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
45,51,53,6.5,36,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
63,62,55,6.1,31,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
56,59,80,7.4,61,35,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
23,38,44,6.3,27,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
43,32,16,6.7,23,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
67,45,56,6.8,52,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
78,58,57,5.9,50,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
78,41,91,6.9,44,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
68,86,68,6.6,33,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
63,63,80,6.5,46,35,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
31,59,26,6.4,27,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
49,75,71,6.5,53,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
52,58,22,5.7,53,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
83,62,79,6.1,68,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
67,56,80,5.9,60,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
34,65,32,5.8,50,36,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
94,60,86,6.4,53,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
35,16,30,5.8,44,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
59,66,57,6.0,32,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
92,69,55,6.4,53,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
55,27,78,5.6,38,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
57,84,76,6.5,40,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
69,86,58,7.5,69,20,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
17,6,19,5.2,36,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
30,30,22,6.0,46,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,78,84,5.8,62,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
